"year","N","n","mu_all_kg","var_all_kg","se_all_kg","mu_lrg_kg","var_tau_lrg_kg","se_lrg_kg"
2016,180,72,1.32146666666667,1.3927610547486,0.0879634095250407,0.946038641883092,22.4317041203471,0.0263122888955768
2017,179,70,1.98553072625698,2.2196518234888,0.111356587217359,0.934307915998068,96.1694670211975,0.0547854929365171
