"year","Area","N","n","mu_all_kg","var_all_kg","se_all_kg","mu_lrg_kg","var_tau_lrg_kg","se_lrg_kg"
2016,"1",60,24,1.49766666666667,2.1163809039548,0.187811115394998,1.23788631966473,6.62642712826039,0.0429030791703178
2016,"2",59,24,1.40389830508475,1.20962419637639,0.143185561504394,0.914358747225016,8.96970243931002,0.050761799146629
2016,"3",60,24,0.614,0.646349830508475,0.103790641076839,0.385953339463862,2.66999853997083,0.0272335502845848
2017,"1",60,24,1.76116666666667,2.25782064971751,0.193985422550146,1.18212968975932,14.261097147989,0.062939779745733
2017,"2",60,23,2.01466666666667,2.01208971751412,0.183125172014214,0.769530532345117,37.3811788649043,0.101900249243104
2017,"3",60,23,0.949833333333333,0.945669463276836,0.125543449535532,0.477433126967889,6.30009938766392,0.041833331300345
